SKU,Name,"Selling Price","Wholesale Price","Cost Price",Quantity,Description,Barcode,Category,Brand,Warehouse,Vendor,"Alert Qty",Unit,Status,Weight,"Retail Margin","Wholesale Margin","Sample Code",Variations
PNCB,"Brick Pencil Round",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":20173,""attribute"":""Small"",""sku"":""PNCB223"",""cost_price"":0,""price"":196.8,""wholesale_price"":0},{""id"":20172,""attribute"":""Large"",""sku"":""PNCB226"",""cost_price"":0,""price"":277.2,""wholesale_price"":0}]"
STNC12,"Fancy Note Book",0.00,352.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":20191,""attribute"":""Purple"",""sku"":""STNC12"",""cost_price"":0,""price"":384,""wholesale_price"":0},{""id"":20190,""attribute"":""Pink"",""sku"":""STNC12"",""cost_price"":0,""price"":384,""wholesale_price"":0},{""id"":20189,""attribute"":""Blue"",""sku"":""STNC12"",""cost_price"":0,""price"":384,""wholesale_price"":0}]"
OSCS9113CH,"Continuous Paper 9.5 x 11-3 Ply CHP",8430.00,7.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
OSCS9112,"Continuous Paper 9.5 x 11-2 Ply",12374.40,11.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
WBJ290,"Water Bottle J290",1320.00,1072.50,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
WBGP506,"Glass Water Bottle (WBGP506)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP501,"Glass Water Bottle (WBGP501)",335.00,328.90,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP502,"Glass Water Bottle (WBGP502)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP503,"Glass Water Bottle (WBGP503)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP504,"Glass Water Bottle (WBGP504)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP505,"Glass Water Bottle (WBGP505)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP507,"Glass Water Bottle (WBGP507)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP508,"Glass Water Bottle (WBGP508)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP509,"Glass Water Bottle (WBGP509)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP510,"Glass Water Bottle (WBGP510)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP511,"Glass Water Bottle (WBGP511)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP512,"Glass Water Bottle (WBGP512)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP513,"Glass Water Bottle (WBGP513)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
MB20242,"Magnet Box 20242",670.00,544.50,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
TEST-SKU-001,"Falcon Luxury Blue Ink Pen",250.00,0.00,0.00,45,"Fine line executive pen with smooth ink output. Managed by Curtiss ERP.",,"Pens and Pencils",,,,5,pcs,active,,0.00,0.00,,[]
PM,"Permanant Marker",150.00,0.00,0.00,0,,,,,"Main Warehouse","Global Star",5,pcs,active,,0.00,0.00,,[]
WCC12,"Watercolor Cake 12",150.00,0.00,0.00,0,,,,,"Main Warehouse","Falcon Stationary PVT LTD",5,pcs,active,,0.00,0.00,,[]
MWC,"Master Water Color Tube",150.00,150.00,150.00,1000,,,"Arts and Crafts",,"Main Warehouse","Falcon Stationary PVT LTD",5,pcs,active,,0.00,0.00,,[]
CCP,"Test WooCom",500.00,0.00,0.00,0,,,,,,"Falcon Stationary PVT LTD",5,pcs,active,,0.00,0.00,,[]
